ts_iso,ts,open,high,low,close,volume,S_top,S_bot,S_mood,p_down,p_neutral,p_up,s_model,s_model_meta,s_model_bma,model_source,bma_w_base,bma_w_prob,pred_bma_bps,dir,alpha,funding,funding_stale,position,exec_resp
2025-11-21T12:30:00+05:30,1763708400000,85541.4,85734.8,85352.9,85410.6,2541.786,0.0,0.0,0.0,0.060334593180847024,0.8050407548728521,0.1346246519463008,0.07429005876545378,0.07429005876545378,0.07429005876545378,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,True,0.0,
2025-11-21T14:30:00+05:30,1763715600000,83609.6,83958.8,82074.3,82188.7,25358.523,-1.1437828950974321e-05,0.0,-1.1437828950974321e-05,0.060334593180847024,0.8050407548728521,0.1346246519463008,0.07429005876545378,0.07429005876545378,0.07429005876545378,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,False,0.0,
2025-11-21T14:30:00+05:30,1763715600000,83609.6,83958.8,82074.3,82188.7,25358.523,0.0,0.0,-0.008641126675736032,0.0721581580236008,0.7949111369288231,0.13293070504757604,0.060772547023975235,0.060772547023975235,0.060772547023975235,bma,1.0,0.0,607.7254702397523,0,0.0,1.25e-05,False,0.0,
2025-11-21T14:30:00+05:30,1763715600000,83609.6,83958.8,82074.3,82188.7,25358.523,0.0,0.0,-0.008641126675736032,0.0721581580236008,0.7949111369288231,0.13293070504757604,0.060772547023975235,0.060772547023975235,0.060772547023975235,bma,1.0,0.0,607.7254702397523,0,0.0,1.25e-05,False,0.0,
2025-11-21T14:30:00+05:30,1763715600000,83609.6,83958.8,82074.3,82188.7,25358.523,0.0,0.0,-0.00864099449928804,0.0721581580236008,0.7949111369288231,0.13293070504757604,0.060772547023975235,0.060772547023975235,0.060772547023975235,bma,1.0,0.0,607.7254702397523,0,0.0,1.25e-05,False,0.0,
2025-11-21T14:30:00+05:30,1763715600000,83609.6,83958.8,82074.3,82188.7,25358.523,0.0,0.0,-0.00864099449928804,0.0721581580236008,0.7949111369288231,0.13293070504757604,0.060772547023975235,0.060772547023975235,0.060772547023975235,bma,1.0,0.0,607.7254702397523,0,0.0,1.25e-05,False,0.0,
2025-11-21T14:30:00+05:30,1763715600000,83609.6,83958.8,82074.3,82188.7,25358.523,0.0,0.0,-0.008641097297805938,0.0721581580236008,0.7949111369288231,0.13293070504757604,0.060772547023975235,0.060772547023975235,0.060772547023975235,bma,1.0,0.0,607.7254702397523,0,0.0,1.25e-05,False,0.0,
2025-11-21T14:30:00+05:30,1763715600000,83609.6,83958.8,82074.3,82188.7,25358.523,1.272668140405569e-05,0.0,1.272668140405569e-05,0.060334593180847024,0.8050407548728521,0.1346246519463008,0.07429005876545378,0.07429005876545378,0.07429005876545378,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,False,0.0,
2025-11-21T14:30:00+05:30,1763715600000,83609.6,83958.8,82074.3,82188.7,25358.523,0.0,0.0,-0.008640304198035574,0.060334593180847024,0.8050407548728521,0.1346246519463008,0.07429005876545378,0.07429005876545378,0.07429005876545378,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,False,0.0,
2025-11-21T14:30:00+05:30,1763715600000,83609.6,83958.8,82074.3,82188.7,25358.523,0.0,0.0,-0.008640266927461074,0.060334593180847024,0.8050407548728521,0.1346246519463008,0.07429005876545378,0.07429005876545378,0.07429005876545378,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,False,0.0,
