ts_iso,ts,dir,alpha,confidence,alignment_rule,chosen_timeframes,individual_signals
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-20T17:30:00+05:30,1763640000000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T05:30:00+05:30,1763683200000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T17:30:00+05:30,1763726400000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T17:30:00+05:30,1763726400000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T17:30:00+05:30,1763726400000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T17:30:00+05:30,1763726400000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T17:30:00+05:30,1763726400000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T17:30:00+05:30,1763726400000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
2025-11-21T17:30:00+05:30,1763726400000,0,0.0,0.0,fallback,,"{""5m"": {""dir"": 0, ""alpha"": 0.0, ""conf"": 0.0}}"
