ts_iso,ts,recent_bars,mean_p_down,mean_p_up,mean_s_model,exec_count_recent,funding_stale,equity,ws_queue_drops,ws_reconnects,ws_staleness_ms,Sharpe_roll_1d,Sharpe_roll_1w,Sortino_1w,max_dd_to_date,time_in_mkt,hit_rate_w,turnover_bps_day,capacity_participation,ic_drift,calibration_drift,leakage_flag,same_bar_roundtrip_flag,in_band_share
2025-12-19T09:30:00+05:30,1766116800000,1,0.0721581580236008,0.13293070504757604,0.060772547023975235,0,0,10000.0,0,0,,,,,0.0,,,,0.0,,0.0,0,0,0.0
2025-12-19T09:30:00+05:30,1766116800000,1,0.0721581580236008,0.13293070504757604,0.060772547023975235,0,0,10000.0,0,0,,,,,0.0,,,,0.0,,0.0,0,0,0.0
2025-12-19T10:30:00+05:30,1766120400000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,0,0,10000.0,0,0,,,,,0.0,,,,0.0,,0.0,0,0,0.0
2025-12-19T10:30:00+05:30,1766120400000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,0,0,10000.0,0,0,,,,,0.0,,,,0.0,,0.0,0,0,0.0
2025-12-19T13:30:00+05:30,1766131200000,1,0.0721581580236008,0.13293070504757604,0.060772547023975235,0,0,10000.0,0,0,,,,,0.0,,,,0.0,,0.0,0,0,0.0
2025-12-20T15:30:00+05:30,1766224800000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,0,0,10000.0,0,0,,,,,0.0,,,,0.0,,0.0,0,0,0.0
